"@timestamp","_id","_index","_score",log,"log.keyword"
"Aug 15, 2023 @ 21:55:39.903","nMCN-okBiE4ckzJtvUTz","vm-2023.08.15","-","I0815 18:55:39.903716       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:05:41.135936379 +0000 UTC m=+37.583701443 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}","I0815 18:55:39.903716       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:05:41.135936379 +0000 UTC m=+37.583701443 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}"
"Aug 15, 2023 @ 21:55:39.898","mcCN-okBiE4ckzJtvUTz","vm-2023.08.15","-","I0815 18:55:39.898408       1 plugin.go:86] Start to run custom plugins","I0815 18:55:39.898408       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:55:39.893","lsCN-okBiE4ckzJtvUTz","vm-2023.08.15","-","I0815 18:55:39.893124       1 plugin.go:111] Add check result {Rule:0xc0000e22a0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a800 Timeout:1m0s}","I0815 18:55:39.893124       1 plugin.go:111] Add check result {Rule:0xc0000e22a0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a800 Timeout:1m0s}"
"Aug 15, 2023 @ 21:55:39.893","l8CN-okBiE4ckzJtvUTz","vm-2023.08.15","-","I0815 18:55:39.893274       1 plugin.go:116] Finish running custom plugins","I0815 18:55:39.893274       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:55:39.893","mMCN-okBiE4ckzJtvUTz","vm-2023.08.15","-","I0815 18:55:39.893282       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:05:41.141070736 +0000 UTC m=+37.588835742 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}","I0815 18:55:39.893282       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:05:41.141070736 +0000 UTC m=+37.588835742 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}"
"Aug 15, 2023 @ 21:55:39.887","lcCN-okBiE4ckzJtvUTz","vm-2023.08.15","-","I0815 18:55:39.887636       1 plugin.go:86] Start to run custom plugins","I0815 18:55:39.887636       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:55:31.478","Y_WN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.477818       1 plugin.go:111] Add check result {Rule:0xc0000c80e0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00004a5c0 Timeout:1m0s}","I0815 18:55:31.477818       1 plugin.go:111] Add check result {Rule:0xc0000c80e0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00004a5c0 Timeout:1m0s}"
"Aug 15, 2023 @ 21:55:31.478","ZPWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.477885       1 plugin.go:116] Finish running custom plugins","I0815 18:55:31.477885       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:55:31.478","ZfWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.477911       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:32.878058214 +0000 UTC m=+37.213851503 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:32.891856861 +0000 UTC m=+37.227650157 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:33.005887047 +0000 UTC m=+37.341680319 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:55:31.477911       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:32.878058214 +0000 UTC m=+37.213851503 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:32.891856861 +0000 UTC m=+37.227650157 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:33.005887047 +0000 UTC m=+37.341680319 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:55:31.472","YfWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.472221       1 plugin.go:111] Add check result {Rule:0xc0000c8070 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00004a340 Timeout:1m0s}","I0815 18:55:31.472221       1 plugin.go:111] Add check result {Rule:0xc0000c8070 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00004a340 Timeout:1m0s}"
"Aug 15, 2023 @ 21:55:31.472","YvWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.472377       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:32.878058214 +0000 UTC m=+37.213851503 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:32.891856861 +0000 UTC m=+37.227650157 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:33.005887047 +0000 UTC m=+37.341680319 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:55:31.472377       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:32.878058214 +0000 UTC m=+37.213851503 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:32.891856861 +0000 UTC m=+37.227650157 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:33.005887047 +0000 UTC m=+37.341680319 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:55:31.471","XvWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.470805       1 plugin.go:111] Add check result {Rule:0xc0004b8a80 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentUnregisterNetDevice Reason:UnregisterNetDevice Path:/home/kubernetes/bin/log-counter Args:[--journald-source=kernel --log-path=/var/log/journal --lookback=20m --count=3 --pattern=unregister_netdevice: waiting for \w+ to become free. Usage count = \d+] TimeoutString:0xc0004ac840 Timeout:1m0s}","I0815 18:55:31.470805       1 plugin.go:111] Add check result {Rule:0xc0004b8a80 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentUnregisterNetDevice Reason:UnregisterNetDevice Path:/home/kubernetes/bin/log-counter Args:[--journald-source=kernel --log-path=/var/log/journal --lookback=20m --count=3 --pattern=unregister_netdevice: waiting for \w+ to become free. Usage count = \d+] TimeoutString:0xc0004ac840 Timeout:1m0s}"
"Aug 15, 2023 @ 21:55:31.471","X_WN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.470896       1 plugin.go:116] Finish running custom plugins","I0815 18:55:31.470896       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:55:31.471","YPWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.470939       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:05:32.891777098 +0000 UTC m=+37.227570431 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}","I0815 18:55:31.470939       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:05:32.891777098 +0000 UTC m=+37.227570431 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}"
"Aug 15, 2023 @ 21:55:31.438","WPWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.435819       1 plugin.go:86] Start to run custom plugins","I0815 18:55:31.435819       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:55:31.438","WfWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.436245       1 plugin.go:111] Add check result {Rule:0xc0000c8230 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a870 Timeout:1m0s}","I0815 18:55:31.436245       1 plugin.go:111] Add check result {Rule:0xc0000c8230 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a870 Timeout:1m0s}"
"Aug 15, 2023 @ 21:55:31.438","WvWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.436320       1 plugin.go:116] Finish running custom plugins","I0815 18:55:31.436320       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:55:31.438","W_WN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.436354       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:05:33.006034917 +0000 UTC m=+37.341828297 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}","I0815 18:55:31.436354       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:05:33.006034917 +0000 UTC m=+37.341828297 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}"
"Aug 15, 2023 @ 21:55:31.438","XPWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.437054       1 plugin.go:111] Add check result {Rule:0xc0000c8000 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentKubeletRestart Reason:FrequentKubeletRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --delay=5m --count=5 --pattern=Started Kubernetes kubelet.] TimeoutString:0xc00004a330 Timeout:1m0s}","I0815 18:55:31.437054       1 plugin.go:111] Add check result {Rule:0xc0000c8000 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentKubeletRestart Reason:FrequentKubeletRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --delay=5m --count=5 --pattern=Started Kubernetes kubelet.] TimeoutString:0xc00004a330 Timeout:1m0s}"
"Aug 15, 2023 @ 21:55:31.438","XfWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.437261       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:32.878058214 +0000 UTC m=+37.213851503 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:32.891856861 +0000 UTC m=+37.227650157 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:33.005887047 +0000 UTC m=+37.341680319 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:55:31.437261       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:32.878058214 +0000 UTC m=+37.213851503 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:32.891856861 +0000 UTC m=+37.227650157 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:33.005887047 +0000 UTC m=+37.341680319 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:55:31.431","VvWN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.430067       1 plugin.go:86] Start to run custom plugins","I0815 18:55:31.430067       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:55:31.431","V_WN-okBou4NXsB_nclI","vm-2023.08.15","-","I0815 18:55:31.430067       1 plugin.go:86] Start to run custom plugins","I0815 18:55:31.430067       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:54:57.492","OsCN-okBiE4ckzJtGTe2","vm-2023.08.15","-","I0815 18:54:57.491912       1 plugin.go:111] Add check result {Rule:0xc0000d80e0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00004a150 Timeout:1m0s}","I0815 18:54:57.491912       1 plugin.go:111] Add check result {Rule:0xc0000d80e0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00004a150 Timeout:1m0s}"
"Aug 15, 2023 @ 21:54:57.492","O8CN-okBiE4ckzJtGTe2","vm-2023.08.15","-","I0815 18:54:57.491988       1 plugin.go:116] Finish running custom plugins","I0815 18:54:57.491988       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:54:57.492","PMCN-okBiE4ckzJtGTe2","vm-2023.08.15","-","I0815 18:54:57.492037       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:04:58.38773113 +0000 UTC m=+1.670026648 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:04:58.396387289 +0000 UTC m=+1.678682789 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:04:58.584419386 +0000 UTC m=+1.866714879 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:54:57.492037       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:04:58.38773113 +0000 UTC m=+1.670026648 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:04:58.396387289 +0000 UTC m=+1.678682789 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:04:58.584419386 +0000 UTC m=+1.866714879 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
